symbol,date,price,action,trade_profit,total_profit
BHL,2023-12-20,287.1,Sell,72.10000000000002,72.10000000000002
BHL,,,STOCK_PROFIT,,72.10000000000002
BHPL,2023-03-02,565.9,Buy,,
BHPL,2023-10-08,551.0,Sell,-14.899999999999977,-14.899999999999977
BHPL,,,STOCK_PROFIT,,-14.899999999999977
BNHC,2022-04-10,561.0,Buy,,
BNHC,2024-02-08,479.1,Sell,-81.89999999999998,-81.89999999999998
BNHC,2024-04-10,480.0,Buy,,
BNHC,2024-05-14,492.0,Sell,12.0,-69.89999999999998
BNHC,2025-03-19,524.1,Buy,,
BNHC,2025-05-28,534.73,Sell,10.629999999999995,-59.26999999999998
BNHC,,,STOCK_PROFIT,,-59.26999999999998
BNL,,,STOCK_PROFIT,,0
BNT,2023-05-07,11400.0,Buy,,
BNT,2023-05-23,12600.0,Sell,1200.0,1200.0
BNT,2024-04-16,12553.0,Buy,,
BNT,2024-04-30,13500.0,Sell,947.0,2147.0
BNT,2024-07-01,12611.0,Buy,,
BNT,2024-07-14,13000.0,Sell,389.0,2536.0
BNT,2025-05-08,12580.71,Buy,,
BNT,,,STOCK_PROFIT,,2536.0
BOKD86,,,STOCK_PROFIT,,0
BPCL,2022-12-19,302.0,Buy,,
BPCL,2024-08-15,486.2,Sell,184.2,184.2
BPCL,,,STOCK_PROFIT,,184.2
C30MF,,,STOCK_PROFIT,,0
CBBL,2022-04-24,1055.0,Buy,,
CBBL,,,STOCK_PROFIT,,0
CBLD88,,,STOCK_PROFIT,,0
CFCL,2022-04-10,385.0,Buy,,
CFCL,2025-06-16,512.5,Sell,127.5,127.5
CFCL,,,STOCK_PROFIT,,127.5
CGH,2021-07-03,1560.0,Buy,,
CGH,,,STOCK_PROFIT,,0
CHCL,2021-07-05,652.0,Buy,,
CHCL,2021-07-14,688.0,Sell,36.0,36.0
CHCL,2022-04-10,453.0,Buy,,
CHCL,2024-07-29,595.4,Sell,142.39999999999998,178.39999999999998
CHCL,2024-09-15,554.0,Buy,,
CHCL,2024-10-16,598.7,Sell,44.700000000000045,223.10000000000002
CHCL,,,STOCK_PROFIT,,223.10000000000002
CHDC,2021-10-16,831.0,Buy,,
CHDC,2021-10-25,890.0,Sell,59.0,59.0
CHDC,,,STOCK_PROFIT,,59.0
CHL,2023-04-26,305.0,Buy,,
CHL,2024-07-31,400.0,Sell,95.0,95.0
CHL,,,STOCK_PROFIT,,95.0
CIT,2021-07-10,3481.0,Buy,,
CIT,2021-07-31,4180.0,Sell,699.0,699.0
CIT,2022-12-25,1889.0,Buy,,
CIT,,,STOCK_PROFIT,,699.0
CITY,2023-11-01,514.6,Buy,,
CITY,2023-12-19,726.9,Sell,212.29999999999995,212.29999999999995
CITY,,,STOCK_PROFIT,,212.29999999999995
CKHL,2024-05-02,496.1,Buy,,
CKHL,2024-05-22,571.0,Sell,74.89999999999998,74.89999999999998
CKHL,,,STOCK_PROFIT,,74.89999999999998
CLI,2025-04-07,500.14,Buy,,
CLI,,,STOCK_PROFIT,,0
CMF2,2023-11-01,7.0,Buy,,
CMF2,,,STOCK_PROFIT,,0
CORBL,2022-12-19,265.0,Buy,,
CORBL,2024-07-01,555.0,Sell,290.0,290.0
CORBL,,,STOCK_PROFIT,,290.0
CREST,2025-06-17,1452.0,Buy,,
CREST,,,STOCK_PROFIT,,0
CYCL,2023-09-05,1028.0,Buy,,
CYCL,2024-03-10,1407.0,Sell,379.0,379.0
CYCL,2024-09-03,1470.0,Buy,,
CYCL,2024-10-17,1589.0,Sell,119.0,498.0
CYCL,,,STOCK_PROFIT,,498.0
CZBIL,2022-12-25,181.0,Buy,,
CZBIL,,,STOCK_PROFIT,,0
DDBL,2022-02-07,1259.0,Buy,,
DDBL,,,STOCK_PROFIT,,0
DHPL,2022-04-16,251.9,Buy,,
DHPL,2022-05-10,271.0,Sell,19.099999999999994,19.099999999999994
DHPL,2024-06-03,189.1,Buy,,
DHPL,2024-07-31,258.5,Sell,69.4,88.5
DHPL,,,STOCK_PROFIT,,88.5
DLBS,,,STOCK_PROFIT,,0
DOLTI,2023-07-13,231.4,Buy,,
DOLTI,2023-12-11,250.8,Sell,19.400000000000006,19.400000000000006
DOLTI,,,STOCK_PROFIT,,19.400000000000006
DORDI,2023-05-15,253.0,Buy,,
DORDI,2023-12-17,275.0,Sell,22.0,22.0
DORDI,2025-03-16,396.9,Buy,,
DORDI,,,STOCK_PROFIT,,22.0
EBL,2021-02-02,782.0,Buy,,
EBL,2021-02-17,838.0,Sell,56.0,56.0
EBL,2021-03-16,735.0,Buy,,
EBL,2021-04-12,801.0,Sell,66.0,122.0
EBL,2022-02-07,579.8,Buy,,
EBL,2024-07-28,678.5,Sell,98.70000000000005,220.70000000000005
EBL,,,STOCK_PROFIT,,220.70000000000005
EBLD85,,,STOCK_PROFIT,,0
EBLD86,,,STOCK_PROFIT,,0
EBLD91,,,STOCK_PROFIT,,0
EDBL,2023-09-07,304.0,Buy,,
EDBL,2024-07-28,540.0,Sell,236.0,236.0
EDBL,,,STOCK_PROFIT,,236.0
EHPL,2023-07-02,336.6,Buy,,
EHPL,2023-09-26,371.0,Sell,34.39999999999998,34.39999999999998
EHPL,2023-11-05,303.0,Buy,,
EHPL,2023-12-17,373.0,Sell,70.0,104.39999999999998
EHPL,,,STOCK_PROFIT,,104.39999999999998
ENL,2024-02-22,740.0,Buy,,
ENL,2024-05-27,890.0,Sell,150.0,150.0
ENL,,,STOCK_PROFIT,,150.0
FMDBL,2022-04-10,712.0,Buy,,
FMDBL,2024-07-25,879.8,Sell,167.79999999999995,167.79999999999995
FMDBL,2024-09-15,759.9,Buy,,
FMDBL,2024-11-11,869.0,Sell,109.10000000000002,276.9
FMDBL,2025-05-05,724.73,Buy,,
FMDBL,,,STOCK_PROFIT,,276.9
FOWAD,2021-03-13,2210.0,Buy,,
FOWAD,2021-03-29,2840.0,Sell,630.0,630.0
FOWAD,2022-04-16,2220.0,Buy,,
FOWAD,,,STOCK_PROFIT,,630.0
GBBD85,,,STOCK_PROFIT,,0
GBBL,2021-03-13,300.0,Buy,,
GBBL,2021-04-06,328.0,Sell,28.0,28.0
GBBL,2025-06-17,392.0,Buy,,
GBBL,,,STOCK_PROFIT,,28.0
GBBLPO,,,STOCK_PROFIT,,0
GBILD84/85,,,STOCK_PROFIT,,0
GBIME,2021-01-06,315.0,Buy,,
GBIME,2021-01-09,328.0,Sell,13.0,13.0
GBIME,2022-04-10,298.1,Buy,,
GBIME,,,STOCK_PROFIT,,13.0
GBIMEP,,,STOCK_PROFIT,,0
GBLBS,2022-05-29,800.0,Buy,,
GBLBS,,,STOCK_PROFIT,,0
GCIL,2023-09-17,466.0,Buy,,
GCIL,2023-12-17,469.0,Sell,3.0,3.0
GCIL,2024-02-13,493.8,Buy,,
GCIL,2024-03-04,526.0,Sell,32.19999999999999,35.19999999999999
GCIL,,,STOCK_PROFIT,,35.19999999999999
GFCL,2023-11-01,390.1,Buy,,
GFCL,2024-06-24,613.0,Sell,222.89999999999998,222.89999999999998
GFCL,,,STOCK_PROFIT,,222.89999999999998
GHL,2024-05-12,142.4,Buy,,
GHL,2024-07-31,222.0,Sell,79.6,79.6
GHL,2024-09-15,216.0,Buy,,
GHL,2024-10-16,230.0,Sell,14.0,93.6
GHL,,,STOCK_PROFIT,,93.6
GIBF1,2023-08-21,8.02,Buy,,
GIBF1,2023-08-23,9.1,Sell,1.08,1.08
GIBF1,2024-10-02,9.12,Buy,,
GIBF1,2024-10-21,9.97,Sell,0.8500000000000014,1.9300000000000015
GIBF1,,,STOCK_PROFIT,,1.9300000000000015
GILB,2022-03-08,1556.0,Buy,,
GILB,2024-06-10,1705.4,Sell,149.4000000000001,149.4000000000001
GILB,2024-12-12,1260.0,Buy,,
GILB,,,STOCK_PROFIT,,149.4000000000001
GLBSL,2023-09-07,678.0,Buy,,
GLBSL,2024-03-20,1507.0,Sell,829.0,829.0
GLBSL,2024-10-27,1585.0,Buy,,
GLBSL,2024-10-30,1778.8,Sell,193.79999999999995,1022.8
GLBSL,,,STOCK_PROFIT,,1022.8
GLH,2022-04-04,439.0,Buy,,
GLH,,,STOCK_PROFIT,,0
GMFBS,,,STOCK_PROFIT,,0
GMFIL,2021-12-06,460.0,Buy,,
GMFIL,2022-01-04,499.9,Sell,39.89999999999998,39.89999999999998
GMFIL,2022-06-08,272.5,Buy,,
GMFIL,2024-06-24,455.0,Sell,182.5,222.39999999999998
GMFIL,,,STOCK_PROFIT,,222.39999999999998
GMLI,,,STOCK_PROFIT,,0
GRDBL,2021-02-08,173.0,Buy,,
GRDBL,2021-02-17,189.0,Sell,16.0,16.0
GRDBL,,,STOCK_PROFIT,,16.0
GSY,2025-02-25,8.99,Buy,,
GSY,2025-03-03,9.79,Sell,0.7999999999999989,0.7999999999999989
GSY,2025-06-17,9.2,Buy,,
GSY,,,STOCK_PROFIT,,0.7999999999999989
GUFL,2023-08-03,523.1,Buy,,
GUFL,2024-03-12,702.0,Sell,178.89999999999998,178.89999999999998
GUFL,,,STOCK_PROFIT,,178.89999999999998
GVL,2023-07-13,388.1,Buy,,
GVL,2023-12-14,401.9,Sell,13.799999999999955,13.799999999999955
GVL,,,STOCK_PROFIT,,13.799999999999955
H8020,2024-01-22,8.71,Buy,,
H8020,2024-02-14,9.0,Sell,0.28999999999999915,0.28999999999999915
H8020,2024-03-03,8.55,Buy,,
H8020,2024-03-27,9.85,Sell,1.299999999999999,1.589999999999998
H8020,2024-04-07,8.68,Buy,,
H8020,2024-04-30,9.24,Sell,0.5600000000000005,2.1499999999999986
H8020,,,STOCK_PROFIT,,2.1499999999999986
HATHY,,,STOCK_PROFIT,,0
HBL,2021-03-01,534.0,Buy,,
HBL,2021-04-14,542.0,Sell,8.0,8.0
HBL,2023-09-05,203.2,Buy,,
HBL,2024-07-22,252.0,Sell,48.80000000000001,56.80000000000001
HBL,2025-03-19,237.0,Buy,,
HBL,,,STOCK_PROFIT,,56.80000000000001
HDHPC,2023-05-09,189.5,Buy,,
HDHPC,2024-08-12,223.5,Sell,34.0,34.0
HDHPC,2024-09-22,210.0,Buy,,
HDHPC,2024-10-16,222.0,Sell,12.0,46.0
HDHPC,,,STOCK_PROFIT,,46.0
HDL,2021-02-23,4311.0,Buy,,
HDL,2021-04-05,4453.0,Sell,142.0,142.0
HDL,2023-10-17,1857.0,Buy,,
HDL,,,STOCK_PROFIT,,142.0
HEI,2024-02-29,548.0,Buy,,
HEI,2024-03-10,591.0,Sell,43.0,43.0
HEI,,,STOCK_PROFIT,,43.0
HEIP,2024-03-05,334.0,Buy,,
HEIP,2024-07-21,398.0,Sell,64.0,64.0
HEIP,2024-09-30,354.9,Buy,,
HEIP,2024-10-29,404.3,Sell,49.400000000000034,113.40000000000003
HEIP,2025-03-02,386.1,Buy,,
HEIP,,,STOCK_PROFIT,,113.40000000000003
HHL,2023-04-30,270.0,Buy,,
HHL,2023-05-23,278.9,Sell,8.899999999999977,8.899999999999977
HHL,,,STOCK_PROFIT,,8.899999999999977
HIDCL,2023-08-28,168.0,Buy,,
HIDCL,2024-08-15,344.5,Sell,176.5,176.5
HIDCL,,,STOCK_PROFIT,,176.5
HIDCLP,2023-05-02,98.0,Buy,,
HIDCLP,2023-06-19,116.0,Sell,18.0,18.0
HIDCLP,2024-02-11,101.5,Buy,,
HIDCLP,2024-07-14,108.0,Sell,6.5,24.5
HIDCLP,,,STOCK_PROFIT,,24.5
HLBSL,2023-08-10,616.0,Buy,,
HLBSL,2023-09-24,682.0,Sell,66.0,66.0
HLBSL,2024-02-26,566.0,Buy,,
HLBSL,2024-03-12,639.1,Sell,73.10000000000002,139.10000000000002
HLBSL,,,STOCK_PROFIT,,139.10000000000002
HLI,2024-02-27,386.0,Buy,,
HLI,2024-07-28,464.0,Sell,78.0,78.0
HLI,2024-09-22,466.2,Buy,,
HLI,2024-10-07,488.0,Sell,21.80000000000001,99.80000000000001
HLI,2024-12-12,463.4,Buy,,
HLI,2025-02-02,491.8,Sell,28.400000000000034,128.20000000000005
HLI,2025-06-17,390.0,Buy,,
HLI,,,STOCK_PROFIT,,128.20000000000005
HPPL,2023-06-26,276.0,Buy,,
HPPL,2024-08-14,419.0,Sell,143.0,143.0
HPPL,,,STOCK_PROFIT,,143.0
HRL,2024-05-15,563.1,Buy,,
HRL,2024-07-21,638.0,Sell,74.89999999999998,74.89999999999998
HRL,,,STOCK_PROFIT,,74.89999999999998
HURJA,2021-06-30,342.0,Buy,,
HURJA,2021-07-18,383.0,Sell,41.0,41.0
HURJA,2022-04-24,328.1,Buy,,
HURJA,,,STOCK_PROFIT,,41.0
ICFC,2023-11-20,431.0,Buy,,
ICFC,2024-07-17,681.0,Sell,250.0,250.0
ICFC,2024-12-26,665.0,Buy,,
ICFC,2025-01-08,708.0,Sell,43.0,293.0
ICFC,,,STOCK_PROFIT,,293.0
ICFCD88,,,STOCK_PROFIT,,0
IGI,2022-06-08,410.0,Buy,,
IGI,,,STOCK_PROFIT,,0
IHL,2023-07-13,260.0,Buy,,
IHL,2023-09-26,274.0,Sell,14.0,14.0
IHL,2023-10-31,227.0,Buy,,
IHL,2023-12-13,270.0,Sell,43.0,57.0
IHL,,,STOCK_PROFIT,,57.0
ILBS,2023-08-28,606.0,Buy,,
ILBS,2024-05-08,1407.9,Sell,801.9000000000001,801.9000000000001
ILBS,2024-07-23,1210.1,Buy,,
ILBS,,,STOCK_PROFIT,,801.9000000000001
ILI,,,STOCK_PROFIT,,0
JBBD87,,,STOCK_PROFIT,,0
JBBL,2022-04-10,380.0,Buy,,
JBBL,2024-08-15,400.2,Sell,20.19999999999999,20.19999999999999
JBBL,,,STOCK_PROFIT,,20.19999999999999
JBLB,2023-03-12,1993.0,Buy,,
JBLB,,,STOCK_PROFIT,,0
JFL,2021-12-14,510.0,Buy,,
JFL,2022-01-02,598.0,Sell,88.0,88.0
JFL,2023-08-17,360.0,Buy,,
JFL,2024-04-30,535.0,Sell,175.0,263.0
JFL,,,STOCK_PROFIT,,263.0
JOSHI,2023-05-14,254.3,Buy,,
JOSHI,2023-06-04,292.7,Sell,38.39999999999998,38.39999999999998
JOSHI,2023-08-14,226.5,Buy,,
JOSHI,2024-02-12,300.0,Sell,73.5,111.89999999999998
JOSHI,2024-05-29,303.0,Buy,,
JOSHI,2024-06-11,317.0,Sell,14.0,125.89999999999998
JOSHI,,,STOCK_PROFIT,,125.89999999999998
JSLBB,2022-03-08,2200.0,Buy,,
JSLBB,,,STOCK_PROFIT,,0
KBL,2023-03-07,179.0,Buy,,
KBL,2024-08-15,256.0,Sell,77.0,77.0
KBL,2024-12-18,213.7,Buy,,
KBL,,,STOCK_PROFIT,,77.0
KBSH,,,STOCK_PROFIT,,0
KDBY,,,STOCK_PROFIT,,0
KDL,2023-10-29,739.0,Buy,,
KDL,2023-12-17,885.0,Sell,146.0,146.0
KDL,,,STOCK_PROFIT,,146.0
KEF,2021-07-11,10.01,Buy,,
KEF,2023-07-16,10.17,Sell,0.16000000000000014,0.16000000000000014
KEF,,,STOCK_PROFIT,,0.16000000000000014
KKHC,2022-04-10,262.7,Buy,,
KKHC,2024-08-05,291.0,Sell,28.30000000000001,28.30000000000001
KKHC,,,STOCK_PROFIT,,28.30000000000001
KMCDB,2021-09-06,1310.0,Buy,,
KMCDB,2021-11-01,1362.0,Sell,52.0,52.0
KMCDB,2022-05-29,1156.0,Buy,,
KMCDB,2024-07-14,1238.5,Sell,82.5,134.5
KMCDB,2024-07-29,1122.4,Buy,,
KMCDB,2025-02-02,1200.0,Sell,77.59999999999991,212.0999999999999
KMCDB,2025-04-23,1028.42,Buy,,
KMCDB,,,STOCK_PROFIT,,212.0999999999999
KPCL,2022-04-10,468.0,Buy,,
KPCL,2024-06-11,484.9,Sell,16.899999999999977,16.899999999999977
KPCL,,,STOCK_PROFIT,,16.899999999999977
KSBBL,2022-06-08,359.0,Buy,,
KSBBL,2024-07-28,492.0,Sell,133.0,133.0
KSBBL,,,STOCK_PROFIT,,133.0
KSY,2024-09-26,8.47,Buy,,
KSY,2024-09-30,9.92,Sell,1.4499999999999993,1.4499999999999993
KSY,,,STOCK_PROFIT,,1.4499999999999993
LBBL,2022-12-20,313.0,Buy,,
LBBL,2024-07-31,492.5,Sell,179.5,179.5
LBBL,,,STOCK_PROFIT,,179.5
LBLD88,,,STOCK_PROFIT,,0
LEC,2023-07-04,245.0,Buy,,
LEC,2024-08-12,274.0,Sell,29.0,29.0
LEC,2024-12-24,203.6,Buy,,
LEC,,,STOCK_PROFIT,,29.0
LICN,2021-09-13,2011.0,Buy,,
LICN,2022-01-22,2398.9,Sell,387.9000000000001,387.9000000000001
LICN,2022-04-26,1839.2,Buy,,
LICN,2024-08-13,2000.0,Sell,160.79999999999995,548.7
LICN,2025-04-09,985.6,Buy,,
LICN,,,STOCK_PROFIT,,548.7
LLBS,2022-02-02,1588.0,Buy,,
LLBS,,,STOCK_PROFIT,,0
LSL,2024-02-05,167.0,Buy,,
LSL,2024-07-14,177.0,Sell,10.0,10.0
LSL,2025-01-23,209.1,Buy,,
LSL,2025-02-17,225.6,Sell,16.5,26.5
LSL,2025-03-25,215.95,Buy,,
LSL,2025-05-22,224.16,Sell,8.210000000000008,34.71000000000001
LSL,2025-06-17,210.1,Buy,,
LSL,,,STOCK_PROFIT,,34.71000000000001
LUK,2021-09-06,10.57,Buy,,
LUK,,,STOCK_PROFIT,,0
LVF2,,,STOCK_PROFIT,,0
MAKAR,,,STOCK_PROFIT,,0
MANDU,,,STOCK_PROFIT,,0
MATRI,2024-12-16,1254.0,Buy,,
MATRI,,,STOCK_PROFIT,,0
MBJC,2022-12-17,211.7,Buy,,
MBJC,2024-07-22,338.0,Sell,126.30000000000001,126.30000000000001
MBJC,2025-04-13,313.38,Buy,,
MBJC,2025-04-28,368.16,Sell,54.78000000000003,181.08000000000004
MBJC,2025-05-07,320.99,Buy,,
MBJC,,,STOCK_PROFIT,,181.08000000000004
MBL,2022-02-21,309.0,Buy,,
MBL,,,STOCK_PROFIT,,0
MBLD87,,,STOCK_PROFIT,,0
MBLEF,2025-06-02,9.14,Buy,,
MBLEF,2025-06-19,9.18,Sell,0.03999999999999915,0.03999999999999915
MBLEF,,,STOCK_PROFIT,,0.03999999999999915
MCHL,,,STOCK_PROFIT,,0
MDB,2022-06-13,364.0,Buy,,
MDB,2024-07-03,546.0,Sell,182.0,182.0
MDB,,,STOCK_PROFIT,,182.0
MEHL,,,STOCK_PROFIT,,0
MEL,,,STOCK_PROFIT,,0
MEN,,,STOCK_PROFIT,,0
MERO,2023-08-17,561.5,Buy,,
MERO,,,STOCK_PROFIT,,0
MFIL,2023-05-16,420.0,Buy,,
MFIL,2024-08-01,768.0,Sell,348.0,348.0
MFIL,2024-12-26,670.0,Buy,,
MFIL,,,STOCK_PROFIT,,348.0
MFLD85,2022-02-19,911.7,Buy,,
MFLD85,2023-07-10,978.9,Sell,67.19999999999993,67.19999999999993
MFLD85,,,STOCK_PROFIT,,67.19999999999993
MHCL,2024-05-02,382.0,Buy,,
MHCL,2024-05-21,399.0,Sell,17.0,17.0
MHCL,,,STOCK_PROFIT,,17.0
MHL,2023-05-11,322.3,Buy,,
MHL,2023-09-25,348.0,Sell,25.69999999999999,25.69999999999999
MHL,2023-11-01,281.0,Buy,,
MHL,2023-11-28,342.0,Sell,61.0,86.69999999999999
MHL,,,STOCK_PROFIT,,86.69999999999999
MHNL,2024-07-02,241.0,Buy,,
MHNL,2024-08-14,358.6,Sell,117.60000000000002,117.60000000000002
MHNL,2025-02-24,266.0,Buy,,
MHNL,,,STOCK_PROFIT,,117.60000000000002
MKCL,,,STOCK_PROFIT,,0
MKHC,2023-08-09,215.0,Buy,,
MKHC,2023-12-17,257.0,Sell,42.0,42.0
MKHC,,,STOCK_PROFIT,,42.0
MKHL,2023-05-21,282.0,Buy,,
MKHL,2023-06-11,308.0,Sell,26.0,26.0
MKHL,2023-06-22,289.8,Buy,,
MKHL,2023-07-23,302.7,Sell,12.899999999999977,38.89999999999998
MKHL,,,STOCK_PROFIT,,38.89999999999998
MKJC,2022-12-21,386.0,Buy,,
MKJC,2024-02-13,545.0,Sell,159.0,159.0
MKJC,2024-04-09,458.8,Buy,,
MKJC,2024-06-10,528.0,Sell,69.19999999999999,228.2
MKJC,2024-08-22,550.0,Buy,,
MKJC,2024-11-27,561.0,Sell,11.0,239.2
MKJC,2025-05-05,525.27,Buy,,
MKJC,,,STOCK_PROFIT,,239.2
MLBBL,2025-04-24,1469.6,Buy,,
MLBBL,,,STOCK_PROFIT,,0
MLBL,2023-02-26,318.0,Buy,,
MLBL,,,STOCK_PROFIT,,0
MLBS,2023-11-28,602.0,Buy,,
MLBS,2024-04-07,1207.5,Sell,605.5,605.5
MLBS,2025-05-14,1641.26,Buy,,
MLBS,,,STOCK_PROFIT,,605.5
MLBSL,2023-09-17,1720.0,Buy,,
MLBSL,,,STOCK_PROFIT,,0
MMF1,2021-11-23,9.6,Buy,,
MMF1,2022-02-20,9.33,Sell,-0.2699999999999996,-0.2699999999999996
MMF1,2022-06-06,7.93,Buy,,
MMF1,2023-01-19,8.55,Sell,0.620000000000001,0.3500000000000014
MMF1,2023-06-22,7.23,Buy,,
MMF1,2023-12-19,8.02,Sell,0.7899999999999991,1.1400000000000006
MMF1,2024-01-17,7.4,Buy,,
MMF1,2024-07-15,7.72,Sell,0.3199999999999994,1.46
MMF1,,,STOCK_PROFIT,,1.46
MMKJL,2025-06-17,566.89,Buy,,
MMKJL,,,STOCK_PROFIT,,0
MNBBL,2022-04-19,458.0,Buy,,
MNBBL,,,STOCK_PROFIT,,0
MNMF1,2025-01-21,9.25,Buy,,
MNMF1,2025-03-02,9.27,Sell,0.019999999999999574,0.019999999999999574
MNMF1,2025-05-13,9.23,Buy,,
MNMF1,,,STOCK_PROFIT,,0.019999999999999574
MPFL,2023-06-08,303.0,Buy,,
MPFL,2023-07-11,395.0,Sell,92.0,92.0
MPFL,2023-08-14,303.3,Buy,,
MPFL,2024-01-16,376.9,Sell,73.59999999999997,165.59999999999997
MPFL,,,STOCK_PROFIT,,165.59999999999997
MSHL,2025-02-24,1020.0,Buy,,
MSHL,,,STOCK_PROFIT,,0
MSLB,2021-04-24,2200.0,Buy,,
MSLB,2021-05-17,2340.0,Sell,140.0,140.0
MSLB,2021-09-06,2054.4,Buy,,
MSLB,2024-09-12,1681.0,Sell,-373.4000000000001,-233.4000000000001
MSLB,,,STOCK_PROFIT,,-233.4000000000001
NABBC,2023-07-30,414.9,Buy,,
NABBC,2024-05-29,635.0,Sell,220.10000000000002,220.10000000000002
NABBC,,,STOCK_PROFIT,,220.10000000000002
NABIL,2022-02-16,1079.0,Buy,,
NABIL,,,STOCK_PROFIT,,0
NADEP,2023-03-11,579.0,Buy,,
NADEP,2023-06-27,681.0,Sell,102.0,102.0
NADEP,2024-02-29,506.1,Buy,,
NADEP,2024-03-18,645.5,Sell,139.39999999999998,241.39999999999998
NADEP,,,STOCK_PROFIT,,241.39999999999998
NBF2,2022-02-16,11.0,Buy,,
NBF2,,,STOCK_PROFIT,,0
NBF3,2022-02-22,9.4,Buy,,
NBF3,2024-07-14,7.98,Sell,-1.42,-1.42
NBF3,,,STOCK_PROFIT,,-1.42
NBL,2021-01-06,344.0,Buy,,
NBL,2021-01-09,362.0,Sell,18.0,18.0
NBL,2021-12-20,339.0,Buy,,
NBL,,,STOCK_PROFIT,,18.0
NBLD85,,,STOCK_PROFIT,,0
NBLD87,,,STOCK_PROFIT,,0
NESDO,2023-03-21,2359.0,Buy,,
NESDO,2024-07-21,2319.0,Sell,-40.0,-40.0
NESDO,2024-12-03,2319.0,Buy,,
NESDO,2025-01-26,2326.9,Sell,7.900000000000091,-32.09999999999991
NESDO,2025-03-30,1854.0,Buy,,
NESDO,,,STOCK_PROFIT,,-32.09999999999991
NFS,2022-12-20,245.0,Buy,,
NFS,2024-04-09,465.8,Sell,220.8,220.8
NFS,,,STOCK_PROFIT,,220.8
NGPL,2022-12-26,220.0,Buy,,
NGPL,2024-07-30,442.0,Sell,222.0,222.0
NGPL,,,STOCK_PROFIT,,222.0
NHDL,2022-12-21,317.2,Buy,,
NHDL,2024-05-21,513.0,Sell,195.8,195.8
NHDL,,,STOCK_PROFIT,,195.8
NHPC,2023-05-14,201.0,Buy,,
NHPC,,,STOCK_PROFIT,,0
NIBD84,,,STOCK_PROFIT,,0
NIBLGF,2025-06-17,8.7,Buy,,
NIBLGF,2025-06-18,9.03,Sell,0.33000000000000007,0.33000000000000007
NIBLGF,,,STOCK_PROFIT,,0.33000000000000007
NIBLSTF,2024-12-22,8.6,Buy,,
NIBLSTF,2025-01-27,9.08,Sell,0.4800000000000004,0.4800000000000004
NIBLSTF,,,STOCK_PROFIT,,0.4800000000000004
